Sexo;Edad;Provincias;Periodo;Total
Mujeres;63 años;Total Nacional;1 de enero de 2002;179.742
Mujeres;63 años;Total Nacional;1 de enero de 2001;202.940
Mujeres;63 años;Total Nacional;1 de enero de 2000;230.073
Mujeres;63 años;Total Nacional;1 de enero de 1999;222.244
Mujeres;63 años;Total Nacional;1 de enero de 1998;223.197
Mujeres;63 años;Total Nacional;1 de enero de 1997;232.810
Mujeres;63 años;Total Nacional;1 de enero de 1996;232.398
Mujeres;63 años;Total Nacional;1 de enero de 1995;222.914
Mujeres;63 años;Total Nacional;1 de enero de 1994;230.922
Mujeres;63 años;Total Nacional;1 de enero de 1993;219.947
Mujeres;63 años;Total Nacional;1 de enero de 1992;221.621
Mujeres;63 años;Total Nacional;1 de enero de 1991;209.799
Mujeres;63 años;Total Nacional;1 de enero de 1990;214.430
Mujeres;63 años;Total Nacional;1 de enero de 1989;209.936
Mujeres;63 años;Total Nacional;1 de enero de 1988;208.342
Mujeres;63 años;Total Nacional;1 de enero de 1987;202.336
Mujeres;63 años;Total Nacional;1 de enero de 1986;207.593
Mujeres;63 años;Total Nacional;1 de enero de 1985;189.935
Mujeres;63 años;Total Nacional;1 de enero de 1984;192.332
Mujeres;63 años;Total Nacional;1 de enero de 1983;165.922
Mujeres;63 años;Total Nacional;1 de enero de 1982;173.487
Mujeres;63 años;Total Nacional;1 de enero de 1981;165.357
Mujeres;63 años;Total Nacional;1 de enero de 1980;165.515
Mujeres;64 años;Total Nacional;1 de enero de 2020;276.815
Mujeres;64 años;Total Nacional;1 de enero de 2019;264.545
Mujeres;64 años;Total Nacional;1 de enero de 2018;263.894
Mujeres;64 años;Total Nacional;1 de enero de 2017;262.351
Mujeres;64 años;Total Nacional;1 de enero de 2016;247.424
Mujeres;64 años;Total Nacional;1 de enero de 2015;243.087
Mujeres;64 años;Total Nacional;1 de enero de 2014;255.115
Mujeres;64 años;Total Nacional;1 de enero de 2013;267.943
Mujeres;64 años;Total Nacional;1 de enero de 2012;246.288
Mujeres;64 años;Total Nacional;1 de enero de 2011;237.228
Mujeres;64 años;Total Nacional;1 de enero de 2010;248.930
Mujeres;64 años;Total Nacional;1 de enero de 2009;238.150
Mujeres;64 años;Total Nacional;1 de enero de 2008;234.967
Mujeres;64 años;Total Nacional;1 de enero de 2007;203.461
Mujeres;64 años;Total Nacional;1 de enero de 2006;187.753
Mujeres;64 años;Total Nacional;1 de enero de 2005;233.227
Mujeres;64 años;Total Nacional;1 de enero de 2004;158.184
Mujeres;64 años;Total Nacional;1 de enero de 2003;179.982
Mujeres;64 años;Total Nacional;1 de enero de 2002;202.748
Mujeres;64 años;Total Nacional;1 de enero de 2001;228.974
Mujeres;64 años;Total Nacional;1 de enero de 2000;221.344
Mujeres;64 años;Total Nacional;1 de enero de 1999;222.365
Mujeres;64 años;Total Nacional;1 de enero de 1998;231.806
Mujeres;64 años;Total Nacional;1 de enero de 1997;231.259
Mujeres;64 años;Total Nacional;1 de enero de 1996;221.837
Mujeres;64 años;Total Nacional;1 de enero de 1995;229.629
Mujeres;64 años;Total Nacional;1 de enero de 1994;218.694
Mujeres;64 años;Total Nacional;1 de enero de 1993;220.367
Mujeres;64 años;Total Nacional;1 de enero de 1992;208.373
Mujeres;64 años;Total Nacional;1 de enero de 1991;213.004
Mujeres;64 años;Total Nacional;1 de enero de 1990;208.507
Mujeres;64 años;Total Nacional;1 de enero de 1989;206.891
Mujeres;64 años;Total Nacional;1 de enero de 1988;201.113
Mujeres;64 años;Total Nacional;1 de enero de 1987;206.108
Mujeres;64 años;Total Nacional;1 de enero de 1986;188.562
Mujeres;64 años;Total Nacional;1 de enero de 1985;190.729
Mujeres;64 años;Total Nacional;1 de enero de 1984;164.837
Mujeres;64 años;Total Nacional;1 de enero de 1983;171.954
Mujeres;64 años;Total Nacional;1 de enero de 1982;163.876
Mujeres;64 años;Total Nacional;1 de enero de 1981;164.522
Mujeres;64 años;Total Nacional;1 de enero de 1980;168.740
Mujeres;65 años;Total Nacional;1 de enero de 2020;264.452
Mujeres;65 años;Total Nacional;1 de enero de 2019;263.503
Mujeres;65 años;Total Nacional;1 de enero de 2018;261.586
Mujeres;65 años;Total Nacional;1 de enero de 2017;246.553
Mujeres;65 años;Total Nacional;1 de enero de 2016;242.277
Mujeres;65 años;Total Nacional;1 de enero de 2015;254.064
Mujeres;65 años;Total Nacional;1 de enero de 2014;266.616
Mujeres;65 años;Total Nacional;1 de enero de 2013;245.325
Mujeres;65 años;Total Nacional;1 de enero de 2012;236.490
Mujeres;65 años;Total Nacional;1 de enero de 2011;248.146
Mujeres;65 años;Total Nacional;1 de enero de 2010;237.374
Mujeres;65 años;Total Nacional;1 de enero de 2009;234.576
Mujeres;65 años;Total Nacional;1 de enero de 2008;203.375
Mujeres;65 años;Total Nacional;1 de enero de 2007;187.751
Mujeres;65 años;Total Nacional;1 de enero de 2006;233.206
Mujeres;65 años;Total Nacional;1 de enero de 2005;158.463
Mujeres;65 años;Total Nacional;1 de enero de 2004;180.200
Mujeres;65 años;Total Nacional;1 de enero de 2003;202.882
Mujeres;65 años;Total Nacional;1 de enero de 2002;228.268
Mujeres;65 años;Total Nacional;1 de enero de 2001;220.452
Mujeres;65 años;Total Nacional;1 de enero de 2000;221.418
Mujeres;65 años;Total Nacional;1 de enero de 1999;230.679
Mujeres;65 años;Total Nacional;1 de enero de 1998;230.112
Mujeres;65 años;Total Nacional;1 de enero de 1997;220.711
Mujeres;65 años;Total Nacional;1 de enero de 1996;228.153
Mujeres;65 años;Total Nacional;1 de enero de 1995;217.296
Mujeres;65 años;Total Nacional;1 de enero de 1994;218.928
Mujeres;65 años;Total Nacional;1 de enero de 1993;206.969
Mujeres;65 años;Total Nacional;1 de enero de 1992;211.400
Mujeres;65 años;Total Nacional;1 de enero de 1991;206.931
Mujeres;65 años;Total Nacional;1 de enero de 1990;205.388
Mujeres;65 años;Total Nacional;1 de enero de 1989;199.783
Mujeres;65 años;Total Nacional;1 de enero de 1988;204.443
Mujeres;65 años;Total Nacional;1 de enero de 1987;187.173
Mujeres;65 años;Total Nacional;1 de enero de 1986;189.029
Mujeres;65 años;Total Nacional;1 de enero de 1985;163.590
Mujeres;65 años;Total Nacional;1 de enero de 1984;170.293
Mujeres;65 años;Total Nacional;1 de enero de 1983;162.405
Mujeres;65 años;Total Nacional;1 de enero de 1982;162.776
Mujeres;65 años;Total Nacional;1 de enero de 1981;167.366
Mujeres;65 años;Total Nacional;1 de enero de 1980;168.977
Mujeres;66 años;Total Nacional;1 de enero de 2020;263.287
Mujeres;66 años;Total Nacional;1 de enero de 2019;261.089
Mujeres;66 años;Total Nacional;1 de enero de 2018;245.792
Mujeres;66 años;Total Nacional;1 de enero de 2017;241.417
Mujeres;66 años;Total Nacional;1 de enero de 2016;252.896
Mujeres;66 años;Total Nacional;1 de enero de 2015;265.342
Mujeres;66 años;Total Nacional;1 de enero de 2014;243.907
Mujeres;66 años;Total Nacional;1 de enero de 2013;235.495
Mujeres;66 años;Total Nacional;1 de enero de 2012;247.342
Mujeres;66 años;Total Nacional;1 de enero de 2011;236.433
Mujeres;66 años;Total Nacional;1 de enero de 2010;233.720
Mujeres;66 años;Total Nacional;1 de enero de 2009;202.878
Mujeres;66 años;Total Nacional;1 de enero de 2008;187.742
Mujeres;66 años;Total Nacional;1 de enero de 2007;232.906
Mujeres;66 años;Total Nacional;1 de enero de 2006;158.352
Mujeres;66 años;Total Nacional;1 de enero de 2005;180.167
Mujeres;66 años;Total Nacional;1 de enero de 2004;202.778
Mujeres;66 años;Total Nacional;1 de enero de 2003;227.791
Mujeres;66 años;Total Nacional;1 de enero de 2002;219.721
Mujeres;66 años;Total Nacional;1 de enero de 2001;220.327
Mujeres;66 años;Total Nacional;1 de enero de 2000;229.552
Mujeres;66 años;Total Nacional;1 de enero de 1999;228.812
Mujeres;66 años;Total Nacional;1 de enero de 1998;219.418
Mujeres;66 años;Total Nacional;1 de enero de 1997;226.572
Mujeres;66 años;Total Nacional;1 de enero de 1996;215.744
Mujeres;66 años;Total Nacional;1 de enero de 1995;217.432
Mujeres;66 años;Total Nacional;1 de enero de 1994;205.433
Mujeres;66 años;Total Nacional;1 de enero de 1993;209.792
Mujeres;66 años;Total Nacional;1 de enero de 1992;205.138
Mujeres;66 años;Total Nacional;1 de enero de 1991;203.734
Mujeres;66 años;Total Nacional;1 de enero de 1990;198.354
Mujeres;66 años;Total Nacional;1 de enero de 1989;202.635
Mujeres;66 años;Total Nacional;1 de enero de 1988;185.609
Mujeres;66 años;Total Nacional;1 de enero de 1987;187.239
Mujeres;66 años;Total Nacional;1 de enero de 1986;162.190
Mujeres;66 años;Total Nacional;1 de enero de 1985;168.514
Mujeres;66 años;Total Nacional;1 de enero de 1984;160.745
Mujeres;66 años;Total Nacional;1 de enero de 1983;160.903
Mujeres;66 años;Total Nacional;1 de enero de 1982;165.434
Mujeres;66 años;Total Nacional;1 de enero de 1981;167.362
Mujeres;66 años;Total Nacional;1 de enero de 1980;164.335
Mujeres;67 años;Total Nacional;1 de enero de 2020;260.744
Mujeres;67 años;Total Nacional;1 de enero de 2019;245.045
Mujeres;67 años;Total Nacional;1 de enero de 2018;240.329
Mujeres;67 años;Total Nacional;1 de enero de 2017;251.812
Mujeres;67 años;Total Nacional;1 de enero de 2016;263.890
Mujeres;67 años;Total Nacional;1 de enero de 2015;242.537
Mujeres;67 años;Total Nacional;1 de enero de 2014;234.013
Mujeres;67 años;Total Nacional;1 de enero de 2013;245.955
Mujeres;67 años;Total Nacional;1 de enero de 2012;235.436
Mujeres;67 años;Total Nacional;1 de enero de 2011;232.668
Mujeres;67 años;Total Nacional;1 de enero de 2010;201.885
Mujeres;67 años;Total Nacional;1 de enero de 2009;187.062
Mujeres;67 años;Total Nacional;1 de enero de 2008;232.208
Mujeres;67 años;Total Nacional;1 de enero de 2007;158.174
Mujeres;67 años;Total Nacional;1 de enero de 2006;179.797
Mujeres;67 años;Total Nacional;1 de enero de 2005;202.429
Mujeres;67 años;Total Nacional;1 de enero de 2004;227.015
Mujeres;67 años;Total Nacional;1 de enero de 2003;219.092
Mujeres;67 años;Total Nacional;1 de enero de 2002;219.438
Mujeres;67 años;Total Nacional;1 de enero de 2001;228.234
Mujeres;67 años;Total Nacional;1 de enero de 2000;227.362
Mujeres;67 años;Total Nacional;1 de enero de 1999;218.093
Mujeres;67 años;Total Nacional;1 de enero de 1998;224.923
Mujeres;67 años;Total Nacional;1 de enero de 1997;214.216
Mujeres;67 años;Total Nacional;1 de enero de 1996;215.836
Mujeres;67 años;Total Nacional;1 de enero de 1995;203.745
Mujeres;67 años;Total Nacional;1 de enero de 1994;207.983
Mujeres;67 años;Total Nacional;1 de enero de 1993;203.135
Mujeres;67 años;Total Nacional;1 de enero de 1992;201.723
Mujeres;67 años;Total Nacional;1 de enero de 1991;196.778
Mujeres;67 años;Total Nacional;1 de enero de 1990;200.663
Mujeres;67 años;Total Nacional;1 de enero de 1989;183.863
Mujeres;67 años;Total Nacional;1 de enero de 1988;185.198
Mujeres;67 años;Total Nacional;1 de enero de 1987;160.635
Mujeres;67 años;Total Nacional;1 de enero de 1986;166.537
Mujeres;67 años;Total Nacional;1 de enero de 1985;159.106
Mujeres;67 años;Total Nacional;1 de enero de 1984;158.876
Mujeres;67 años;Total Nacional;1 de enero de 1983;163.271
Mujeres;67 años;Total Nacional;1 de enero de 1982;165.213
Mujeres;67 años;Total Nacional;1 de enero de 1981;162.710
Mujeres;67 años;Total Nacional;1 de enero de 1980;164.577
Mujeres;68 años;Total Nacional;1 de enero de 2020;244.377
Mujeres;68 años;Total Nacional;1 de enero de 2019;239.394
Mujeres;68 años;Total Nacional;1 de enero de 2018;250.447
Mujeres;68 años;Total Nacional;1 de enero de 2017;262.460
Mujeres;68 años;Total Nacional;1 de enero de 2016;241.042
Mujeres;68 años;Total Nacional;1 de enero de 2015;232.531
Mujeres;68 años;Total Nacional;1 de enero de 2014;244.105
Mujeres;68 años;Total Nacional;1 de enero de 2013;234.058
Mujeres;68 años;Total Nacional;1 de enero de 2012;231.554
Mujeres;68 años;Total Nacional;1 de enero de 2011;200.639
Mujeres;68 años;Total Nacional;1 de enero de 2010;186.066
Mujeres;68 años;Total Nacional;1 de enero de 2009;231.009
Mujeres;68 años;Total Nacional;1 de enero de 2008;157.603
Mujeres;68 años;Total Nacional;1 de enero de 2007;179.137
Mujeres;68 años;Total Nacional;1 de enero de 2006;201.855
Mujeres;68 años;Total Nacional;1 de enero de 2005;225.998
Mujeres;68 años;Total Nacional;1 de enero de 2004;218.218
Mujeres;68 años;Total Nacional;1 de enero de 2003;218.639
Mujeres;68 años;Total Nacional;1 de enero de 2002;227.001
Mujeres;68 años;Total Nacional;1 de enero de 2001;225.788
Mujeres;68 años;Total Nacional;1 de enero de 2000;216.523
Mujeres;68 años;Total Nacional;1 de enero de 1999;223.095
Mujeres;68 años;Total Nacional;1 de enero de 1998;212.505
Mujeres;68 años;Total Nacional;1 de enero de 1997;214.110
Mujeres;68 años;Total Nacional;1 de enero de 1996;201.990
Mujeres;68 años;Total Nacional;1 de enero de 1995;206.072
Mujeres;68 años;Total Nacional;1 de enero de 1994;200.935
Mujeres;68 años;Total Nacional;1 de enero de 1993;199.607
Mujeres;68 años;Total Nacional;1 de enero de 1992;194.602
Mujeres;68 años;Total Nacional;1 de enero de 1991;198.521
Mujeres;68 años;Total Nacional;1 de enero de 1990;182.048
Mujeres;68 años;Total Nacional;1 de enero de 1989;183.034
Mujeres;68 años;Total Nacional;1 de enero de 1988;159.040
Mujeres;68 años;Total Nacional;1 de enero de 1987;164.434
Mujeres;68 años;Total Nacional;1 de enero de 1986;157.165
Mujeres;68 años;Total Nacional;1 de enero de 1985;156.709
Mujeres;68 años;Total Nacional;1 de enero de 1984;160.877
Mujeres;68 años;Total Nacional;1 de enero de 1983;162.836
Mujeres;68 años;Total Nacional;1 de enero de 1982;160.416
Mujeres;68 años;Total Nacional;1 de enero de 1981;162.398
Mujeres;68 años;Total Nacional;1 de enero de 1980;155.541
Mujeres;69 años;Total Nacional;1 de enero de 2020;238.721
Mujeres;69 años;Total Nacional;1 de enero de 2019;249.270
Mujeres;69 años;Total Nacional;1 de enero de 2018;260.766
Mujeres;69 años;Total Nacional;1 de enero de 2017;239.484
Mujeres;69 años;Total Nacional;1 de enero de 2016;230.989
Mujeres;69 años;Total Nacional;1 de enero de 2015;242.412
Mujeres;69 años;Total Nacional;1 de enero de 2014;232.103
Mujeres;69 años;Total Nacional;1 de enero de 2013;229.915
Mujeres;69 años;Total Nacional;1 de enero de 2012;199.424
Mujeres;69 años;Total Nacional;1 de enero de 2011;184.893
Mujeres;69 años;Total Nacional;1 de enero de 2010;229.555
Mujeres;69 años;Total Nacional;1 de enero de 2009;156.571
Mujeres;69 años;Total Nacional;1 de enero de 2008;178.307
Mujeres;69 años;Total Nacional;1 de enero de 2007;200.881
Mujeres;69 años;Total Nacional;1 de enero de 2006;224.615
Mujeres;69 años;Total Nacional;1 de enero de 2005;217.145
Mujeres;69 años;Total Nacional;1 de enero de 2004;217.519
Mujeres;69 años;Total Nacional;1 de enero de 2003;225.676
Mujeres;69 años;Total Nacional;1 de enero de 2002;224.218
Mujeres;69 años;Total Nacional;1 de enero de 2001;214.669
Mujeres;69 años;Total Nacional;1 de enero de 2000;221.017
Mujeres;69 años;Total Nacional;1 de enero de 1999;210.577
Mujeres;69 años;Total Nacional;1 de enero de 1998;212.089
Mujeres;69 años;Total Nacional;1 de enero de 1997;200.015
Mujeres;69 años;Total Nacional;1 de enero de 1996;203.947
Mujeres;69 años;Total Nacional;1 de enero de 1995;198.683
Mujeres;69 años;Total Nacional;1 de enero de 1994;197.223
Mujeres;69 años;Total Nacional;1 de enero de 1993;192.237
Mujeres;69 años;Total Nacional;1 de enero de 1992;196.094
Mujeres;69 años;Total Nacional;1 de enero de 1991;180.033
Mujeres;69 años;Total Nacional;1 de enero de 1990;180.689
Mujeres;69 años;Total Nacional;1 de enero de 1989;157.200
Mujeres;69 años;Total Nacional;1 de enero de 1988;162.211
Mujeres;69 años;Total Nacional;1 de enero de 1987;155.137
Mujeres;69 años;Total Nacional;1 de enero de 1986;154.232
Mujeres;69 años;Total Nacional;1 de enero de 1985;158.374
Mujeres;69 años;Total Nacional;1 de enero de 1984;160.231
Mujeres;69 años;Total Nacional;1 de enero de 1983;157.898
Mujeres;69 años;Total Nacional;1 de enero de 1982;159.898
Mujeres;69 años;Total Nacional;1 de enero de 1981;153.378
Mujeres;69 años;Total Nacional;1 de enero de 1980;161.613
Mujeres;70 años;Total Nacional;1 de enero de 2020;248.078
Mujeres;70 años;Total Nacional;1 de enero de 2019;259.189
Mujeres;70 años;Total Nacional;1 de enero de 2018;237.638
Mujeres;70 años;Total Nacional;1 de enero de 2017;229.309
Mujeres;70 años;Total Nacional;1 de enero de 2016;240.637
Mujeres;70 años;Total Nacional;1 de enero de 2015;230.194
Mujeres;70 años;Total Nacional;1 de enero de 2014;227.800
Mujeres;70 años;Total Nacional;1 de enero de 2013;197.954
Mujeres;70 años;Total Nacional;1 de enero de 2012;183.575
Mujeres;70 años;Total Nacional;1 de enero de 2011;227.846
Mujeres;70 años;Total Nacional;1 de enero de 2010;155.379
Mujeres;70 años;Total Nacional;1 de enero de 2009;176.933
Mujeres;70 años;Total Nacional;1 de enero de 2008;199.615
Mujeres;70 años;Total Nacional;1 de enero de 2007;223.088
Mujeres;70 años;Total Nacional;1 de enero de 2006;215.626
Mujeres;70 años;Total Nacional;1 de enero de 2005;216.137
Mujeres;70 años;Total Nacional;1 de enero de 2004;224.091
Mujeres;70 años;Total Nacional;1 de enero de 2003;222.769
Mujeres;70 años;Total Nacional;1 de enero de 2002;212.978
Mujeres;70 años;Total Nacional;1 de enero de 2001;218.842
Mujeres;70 años;Total Nacional;1 de enero de 2000;208.379
Mujeres;70 años;Total Nacional;1 de enero de 1999;209.828
Mujeres;70 años;Total Nacional;1 de enero de 1998;197.830
Mujeres;70 años;Total Nacional;1 de enero de 1997;201.607
Mujeres;70 años;Total Nacional;1 de enero de 1996;196.098
Mujeres;70 años;Total Nacional;1 de enero de 1995;194.670
Mujeres;70 años;Total Nacional;1 de enero de 1994;189.644
Mujeres;70 años;Total Nacional;1 de enero de 1993;193.334
Mujeres;70 años;Total Nacional;1 de enero de 1992;177.494
Mujeres;70 años;Total Nacional;1 de enero de 1991;178.202
Mujeres;70 años;Total Nacional;1 de enero de 1990;155.217
Mujeres;70 años;Total Nacional;1 de enero de 1989;159.764
Mujeres;70 años;Total Nacional;1 de enero de 1988;152.941
Mujeres;70 años;Total Nacional;1 de enero de 1987;151.676
Mujeres;70 años;Total Nacional;1 de enero de 1986;155.577
Mujeres;70 años;Total Nacional;1 de enero de 1985;157.402
Mujeres;70 años;Total Nacional;1 de enero de 1984;155.021
Mujeres;70 años;Total Nacional;1 de enero de 1983;157.130
Mujeres;70 años;Total Nacional;1 de enero de 1982;150.694
Mujeres;70 años;Total Nacional;1 de enero de 1981;158.426
Mujeres;70 años;Total Nacional;1 de enero de 1980;146.962
Mujeres;71 años;Total Nacional;1 de enero de 2020;257.751
Mujeres;71 años;Total Nacional;1 de enero de 2019;236.030
Mujeres;71 años;Total Nacional;1 de enero de 2018;227.310
Mujeres;71 años;Total Nacional;1 de enero de 2017;238.738
Mujeres;71 años;Total Nacional;1 de enero de 2016;228.179
Mujeres;71 años;Total Nacional;1 de enero de 2015;225.723
Mujeres;71 años;Total Nacional;1 de enero de 2014;195.955
Mujeres;71 años;Total Nacional;1 de enero de 2013;181.997
Mujeres;71 años;Total Nacional;1 de enero de 2012;226.041
Mujeres;71 años;Total Nacional;1 de enero de 2011;153.926
Mujeres;71 años;Total Nacional;1 de enero de 2010;175.425
Mujeres;71 años;Total Nacional;1 de enero de 2009;198.033
Mujeres;71 años;Total Nacional;1 de enero de 2008;221.196
Mujeres;71 años;Total Nacional;1 de enero de 2007;213.983
Mujeres;71 años;Total Nacional;1 de enero de 2006;214.361
Mujeres;71 años;Total Nacional;1 de enero de 2005;222.191
Mujeres;71 años;Total Nacional;1 de enero de 2004;220.936
Mujeres;71 años;Total Nacional;1 de enero de 2003;211.174
Mujeres;71 años;Total Nacional;1 de enero de 2002;216.662
Mujeres;71 años;Total Nacional;1 de enero de 2001;206.020
Mujeres;71 años;Total Nacional;1 de enero de 2000;207.287
Mujeres;71 años;Total Nacional;1 de enero de 1999;195.448
Mujeres;71 años;Total Nacional;1 de enero de 1998;199.117
Mujeres;71 años;Total Nacional;1 de enero de 1997;193.305
Mujeres;71 años;Total Nacional;1 de enero de 1996;191.970
Mujeres;71 años;Total Nacional;1 de enero de 1995;186.835
Mujeres;71 años;Total Nacional;1 de enero de 1994;190.259
Mujeres;71 años;Total Nacional;1 de enero de 1993;174.794
Mujeres;71 años;Total Nacional;1 de enero de 1992;175.154
Mujeres;71 años;Total Nacional;1 de enero de 1991;153.027
Mujeres;71 años;Total Nacional;1 de enero de 1990;157.099
Mujeres;71 años;Total Nacional;1 de enero de 1989;150.545
Mujeres;71 años;Total Nacional;1 de enero de 1988;148.960
Mujeres;71 años;Total Nacional;1 de enero de 1987;152.664
Mujeres;71 años;Total Nacional;1 de enero de 1986;154.383
Mujeres;71 años;Total Nacional;1 de enero de 1985;152.186
Mujeres;71 años;Total Nacional;1 de enero de 1984;153.981
Mujeres;71 años;Total Nacional;1 de enero de 1983;147.880
Mujeres;71 años;Total Nacional;1 de enero de 1982;155.157
Mujeres;71 años;Total Nacional;1 de enero de 1981;144.636
Mujeres;71 años;Total Nacional;1 de enero de 1980;143.622
Mujeres;72 años;Total Nacional;1 de enero de 2020;234.425
Mujeres;72 años;Total Nacional;1 de enero de 2019;225.494
Mujeres;72 años;Total Nacional;1 de enero de 2018;236.467
Mujeres;72 años;Total Nacional;1 de enero de 2017;226.076
Mujeres;72 años;Total Nacional;1 de enero de 2016;223.536
Mujeres;72 años;Total Nacional;1 de enero de 2015;194.053
Mujeres;72 años;Total Nacional;1 de enero de 2014;180.016
Mujeres;72 años;Total Nacional;1 de enero de 2013;223.839
Mujeres;72 años;Total Nacional;1 de enero de 2012;152.372
Mujeres;72 años;Total Nacional;1 de enero de 2011;173.623
Mujeres;72 años;Total Nacional;1 de enero de 2010;196.096
Mujeres;72 años;Total Nacional;1 de enero de 2009;218.911
Mujeres;72 años;Total Nacional;1 de enero de 2008;211.961
Mujeres;72 años;Total Nacional;1 de enero de 2007;212.402
Mujeres;72 años;Total Nacional;1 de enero de 2006;219.921
Mujeres;72 años;Total Nacional;1 de enero de 2005;218.826
Mujeres;72 años;Total Nacional;1 de enero de 2004;209.113
Mujeres;72 años;Total Nacional;1 de enero de 2003;214.464
Mujeres;72 años;Total Nacional;1 de enero de 2002;203.669
Mujeres;72 años;Total Nacional;1 de enero de 2001;204.637
Mujeres;72 años;Total Nacional;1 de enero de 2000;192.846
Mujeres;72 años;Total Nacional;1 de enero de 1999;196.257
Mujeres;72 años;Total Nacional;1 de enero de 1998;190.303
Mujeres;72 años;Total Nacional;1 de enero de 1997;189.045
Mujeres;72 años;Total Nacional;1 de enero de 1996;183.782
Mujeres;72 años;Total Nacional;1 de enero de 1995;187.172
Mujeres;72 años;Total Nacional;1 de enero de 1994;171.692
Mujeres;72 años;Total Nacional;1 de enero de 1993;171.984
Mujeres;72 años;Total Nacional;1 de enero de 1992;150.257
Mujeres;72 años;Total Nacional;1 de enero de 1991;154.113
Mujeres;72 años;Total Nacional;1 de enero de 1990;147.847
Mujeres;72 años;Total Nacional;1 de enero de 1989;146.096
Mujeres;72 años;Total Nacional;1 de enero de 1988;149.550
Mujeres;72 años;Total Nacional;1 de enero de 1987;151.068
Mujeres;72 años;Total Nacional;1 de enero de 1986;148.905
Mujeres;72 años;Total Nacional;1 de enero de 1985;150.707
Mujeres;72 años;Total Nacional;1 de enero de 1984;144.552
Mujeres;72 años;Total Nacional;1 de enero de 1983;151.574
Mujeres;72 años;Total Nacional;1 de enero de 1982;141.313
Mujeres;72 años;Total Nacional;1 de enero de 1981;140.647
Mujeres;72 años;Total Nacional;1 de enero de 1980;135.815
Mujeres;73 años;Total Nacional;1 de enero de 2020;223.568
Mujeres;73 años;Total Nacional;1 de enero de 2019;234.257
Mujeres;73 años;Total Nacional;1 de enero de 2018;223.607
Mujeres;73 años;Total Nacional;1 de enero de 2017;221.238
Mujeres;73 años;Total Nacional;1 de enero de 2016;192.053
Mujeres;73 años;Total Nacional;1 de enero de 2015;178.161
Mujeres;73 años;Total Nacional;1 de enero de 2014;221.096
Mujeres;73 años;Total Nacional;1 de enero de 2013;150.678
Mujeres;73 años;Total Nacional;1 de enero de 2012;171.735
Mujeres;73 años;Total Nacional;1 de enero de 2011;193.905
Mujeres;73 años;Total Nacional;1 de enero de 2010;216.142
Mujeres;73 años;Total Nacional;1 de enero de 2009;209.544
Mujeres;73 años;Total Nacional;1 de enero de 2008;210.245
Mujeres;73 años;Total Nacional;1 de enero de 2007;217.388
Mujeres;73 años;Total Nacional;1 de enero de 2006;216.272
Mujeres;73 años;Total Nacional;1 de enero de 2005;206.797
Mujeres;73 años;Total Nacional;1 de enero de 2004;211.847
Mujeres;73 años;Total Nacional;1 de enero de 2003;201.239
Mujeres;73 años;Total Nacional;1 de enero de 2002;201.928
Mujeres;73 años;Total Nacional;1 de enero de 2001;190.010
Mujeres;73 años;Total Nacional;1 de enero de 2000;193.163
Mujeres;73 años;Total Nacional;1 de enero de 1999;187.049
Mujeres;73 años;Total Nacional;1 de enero de 1998;185.748
Mujeres;73 años;Total Nacional;1 de enero de 1997;180.462
Mujeres;73 años;Total Nacional;1 de enero de 1996;183.742
Mujeres;73 años;Total Nacional;1 de enero de 1995;168.552
Mujeres;73 años;Total Nacional;1 de enero de 1994;168.536
Mujeres;73 años;Total Nacional;1 de enero de 1993;147.348
Mujeres;73 años;Total Nacional;1 de enero de 1992;150.872
Mujeres;73 años;Total Nacional;1 de enero de 1991;144.960
Mujeres;73 años;Total Nacional;1 de enero de 1990;142.917
Mujeres;73 años;Total Nacional;1 de enero de 1989;146.144
Mujeres;73 años;Total Nacional;1 de enero de 1988;147.564
Mujeres;73 años;Total Nacional;1 de enero de 1987;145.392
Mujeres;73 años;Total Nacional;1 de enero de 1986;147.007
Mujeres;73 años;Total Nacional;1 de enero de 1985;141.158
Mujeres;73 años;Total Nacional;1 de enero de 1984;147.601
Mujeres;73 años;Total Nacional;1 de enero de 1983;137.764
Mujeres;73 años;Total Nacional;1 de enero de 1982;136.948
Mujeres;73 años;Total Nacional;1 de enero de 1981;132.416
Mujeres;73 años;Total Nacional;1 de enero de 1980;128.850
Mujeres;74 años;Total Nacional;1 de enero de 2020;231.937
Mujeres;74 años;Total Nacional;1 de enero de 2019;221.074
Mujeres;74 años;Total Nacional;1 de enero de 2018;218.503
Mujeres;74 años;Total Nacional;1 de enero de 2017;189.782
Mujeres;74 años;Total Nacional;1 de enero de 2016;176.038
Mujeres;74 años;Total Nacional;1 de enero de 2015;218.387
Mujeres;74 años;Total Nacional;1 de enero de 2014;148.586
Mujeres;74 años;Total Nacional;1 de enero de 2013;169.579
Mujeres;74 años;Total Nacional;1 de enero de 2012;191.544
Mujeres;74 años;Total Nacional;1 de enero de 2011;213.109
Mujeres;74 años;Total Nacional;1 de enero de 2010;206.854
Mujeres;74 años;Total Nacional;1 de enero de 2009;207.520
Mujeres;74 años;Total Nacional;1 de enero de 2008;214.535
Mujeres;74 años;Total Nacional;1 de enero de 2007;213.496
Mujeres;74 años;Total Nacional;1 de enero de 2006;203.884
Mujeres;74 años;Total Nacional;1 de enero de 2005;208.915
Mujeres;74 años;Total Nacional;1 de enero de 2004;198.286
